comments,topic,sentiment,type
Parker provided me with a great experience Parker s service was judgement free objective and very attentive I definitely felt comfortable giving Parker a call at any time to talk about any progress or any hold ups He was also very resourceful he did his own research to provide me with a good description of what i need to produce for him Overall a great experience in every regard ,"great experience,objective attentive,resourceful research,good description,great experience",POSITIVE,appreciation
I applied for a loan with Panacea and it was approved at a time that meets my needs perfectly I am grateful for the wonderful team members that helped me navigate the application process ,wonderful team,POSITIVE,appreciation
Panacea is a treasure that makes borrowing for the residency process so easy I was incredibly impressed with how quickly and easily the process went The person who worked with me Alex was very helpful and pushed things along effectively I would recommend Panacea to all of my med school classmates ,"pushed thing,med school",NEGATIVE,information
I like that this bank is by physicians for physicians As a resident doctor they were extremely helpful in getting me the best rate possible for a debt consolidation loan customer service was very helpful and fast I would definitely recommend them and will use them again in the future for business ,"best rate,possible debt,future business",POSITIVE,information
Panacea was continues to be the VIP bank we as physicians deserve Their service is unmatched by any financial institution I ve worked with before Undoubtedly heaven sent during my transition into PGY the personal banker they assign you is there every step of the way via text calls or email no more being placed on hold or press for this etc It is an absolute pleasure interacting with the entire team I was able to pay for my furniture movers and st month expenses because of their quick simple loan process They took all of the financial stress out of my first month of intern year I switched all my accounts to Panacea ,"financial institution,personal banker,absolute pleasure,entire team,able pay,simple loan,financial stress,first month",POSITIVE,appreciation
Alex was very helpful throughout the process Informing me in real time about my updates Process was very smooth and I received my money in hours ,real time,POSITIVE,information
The entire loan process was streamlined and hassle free with excellent personal banker support Only wished I learned about this earlier ,"entire loan,personal banker",POSITIVE,information
Panacea Financial is great Having had to move to a new state for residency had a lot of credit card debt that I was able to consolidate and save compared to making the minimum payments on my credit cards,"great move,new state,minimum payment",POSITIVE,information
Amazing and friendly customer service As a resident physician I was in need of a personal loan The rates were appropriate and the time it took to get approved was unimaginably quick ,"friendly customer,personal loan,appropriate time",POSITIVE,appreciation
A wonderful experience So quick kind and streamlined They worked with me through every step and I got my funding in less than business days Highly recommend Panacea especially for doctors ,"wonderful experience,quick kind",POSITIVE,appreciation
Excellent and helpful service very personable staff made the loan application process easy,"helpful service,personable staff",POSITIVE,information
Great experience The members of Panacea were very helpful fast and efficient at helping me obtain personal loan ,"great experience,personal loan",POSITIVE,information
My primary care banker has been so responsive and helpful from the very beginning Very excited to bank with such a supportive and customer centered institution ,"primary care,supportive customer",POSITIVE,appreciation
I m a resident with two kids Cost of childcare and other expenses made it impossible to complete my residency without extra financial help Moonlighting was not an option for me I could not qualify for personal loans due to my debt to income ratio from student loans Panacea was able to look past that and approved my loan The entire process was seamless quick and transparent Communication was prompt and personal with phone calls and emails They respect my time and value as a physician I would recommend their services to anyone ,"complete residency,financial help,personal loan,due debt,entire process,transparent communication,personal phone",POSITIVE,information
Great and wonderful customer service Extremely helpful and pleasant to work with ,"wonderful customer,pleasant work",POSITIVE,appreciation
It was super easy and a breeze to get my loan Everyone was friendly and able to answer my questions My loan was approved in few days ,"easy breeze,able answer",POSITIVE,appreciation
This is an amazing concept I was able to have a savings account opened in a few minutes with a rate that beats Ally Their customer service has been very pleasant and helpful and I appreciate being able to talk to someone immediately when it s convenient around my schedule Would recommend to any physician ,"amazing concept,able talk",POSITIVE,appreciation
Creative financial package offerings Excellent customer service with very fast turn around time This organization is not predatory and works hard to support Physician interests Ned Palmer MD one of the co founders personally reached out on Holiday weekend Really tough to find that kind of sincerity in business these days ,"financial package,excellent customer,predatory work,hard support,tough find",POSITIVE,information
Panacea Financial was really helpful in getting my accounts set up Parker was especially very patient and kind while dealing with my case Would recommend them especially for those in the medical field ,"patient kind,medical field",POSITIVE,appreciation
Parker was great Very professional and efficient The process was smooth and easy ,efficient process,POSITIVE,appreciation
Loan approval was quick seamless Not a single complaint ,single complaint,NEGATIVE,information
Easy to set up the loan helpful to chat with a real person and straightforward ,real person,POSITIVE,information
Panacea was super easy and responsive to work with and I so greatly appreciated them taking the time to walk me through all the numbers They were very understanding of my odd hours as a physician and my schedule I would highly recommend them for student loan refinance or the PRN or even medical practice loan They have a lot of experience to guide you to the right product for you ,"responsive work,odd hour,medical practice,right product",POSITIVE,information
Excellent customer service I would recommend to my colleagues,excellent customer,POSITIVE,appreciation
My personal bank person was so helpful in guiding me through the processes He s approachable when I have questions and prompt to respond Thanks everyone ,"helpful guiding,approachable question",POSITIVE,appreciation
Worked with Alex to secure a personal loan and the process was very smooth Funds were quickly added to my account ,personal loan,POSITIVE,information
The process to complete the application is as quick as advertised There is continual outreach throughout the process I will say that the review process took longer than expected because there was miscommunication between the general email correspondence and my individual loan concierge Despite those my concierge Raquel was attentive and worked closely to get everything settled within hrs Funds were dispersed quickly Overall fairly expedited process with great service ,"complete application,continual outreach,general email,individual loan,great service",POSITIVE,information
Great service very helpful ,great service,POSITIVE,information
The easiest and most transparent loan application I have ever done It feels nice to work with a financial institution that understands Doctor s specific needs and circumstances Awesome costumer service ,"transparent loan,nice work,financial institution,specific need,costumer service",POSITIVE,information
Raquel has been amazing and helpful She has gone above and beyond the regular job description and is an excellent representative of your company ,"regular job,representative company",POSITIVE,information
The process was quick and easy They worked in a very trustworthy manner and the interest rate is MUCH LOWER THAN ANY OTHER LOAN I WAS OFFERED ,lower loan,NEGATIVE,appreciation
Great service for the physicians by the physicians Got my loan approved in business days which is amazing I don t think you can get that service any where Alex made sure that timely delivery of the funds was possible Amazing work and recommend to every physician ,"amazing think,timely delivery,amazing work",POSITIVE,appreciation
Alex was excellent and thorough He was helpful and very open excellent customer service ,excellent customer,POSITIVE,appreciation
I worked with Parker who was my primary care banker Parker was an example of what anyone would need in a banker He was responsive helpful answered questions and worked with me as I changed my mind and had questions Available all the time and even anticipated my needs and helped me make the right choices Parker and Panacea seem to understand what it is like to be a physician and they work hard to make my experience take as little time and navigation as possible I never had to spend more than a few minutes clicking away on what Parker prepared for me without making me go to a physical location or spend hours on the phone ,"primary care,answered question,available time,right choice,little time,away parker,physical location",POSITIVE,information
I appreciated the help of my personal banker who was available to walk me through any questions I had ,"appreciated help,personal banker,available walk",POSITIVE,appreciation
This was one of the best customer service experience I ve ever had The process was very easy and whole transaction was smooth and outstanding I will continue an ongoing relationship ,"best customer,whole transaction,ongoing relationship",POSITIVE,information
Alex and the rest of their team have been so responsive and attentive to me as a MS and now a resident physician The process of getting funds was extremely easy and I ve recommended them to many of my classmates,"resident physician,many classmate",POSITIVE,information
Awesome service fast response clear terms clear instructions and fast decision making I ve never had better banking or financing experience so far I am glad I knew panacea financial and I hope they be able to help more physicians and medical students ,"awesome service,fast response,clear term,clear instruction,fast decision,better banking,financial hope,medical student",POSITIVE,information
These guys get it They understand the unique financial situation that medical students residents fellows and attending physicians are in and they work to meet our unique financial needs I have been very impressed with the products they offer the customer service and prompt return of emails and phone calls would recommend to my colleagues ,"financial situation,medical student,financial need,impressed product",POSITIVE,information
I learned about Panacea from a fellow med student and I have to say it was the best experience and definitely the right way to go about getting financial help with moving for residency Parker Beller was the one that helped me and everything went smoothly and fast with him guiding me Got approved within hrs I ll be sure to recommend Panacea to others ,"med student,best experience,right way,financial help,fast guiding",POSITIVE,information
I had the best loan service I went to many so called physician loan service providers such as BHG etc but they all had rates close to credit card APR Panacea gave me the best rate and timely service I am very pleased with the personal loan I received from Panacea Raquel was very professional ,"best loan,close credit,best rate,timely service,personal loan",POSITIVE,information
Great customer service Simply process Swift transfer of funds ,great customer,POSITIVE,appreciation
My experience with Panacea Financial was top notch I received guidance every step of the way and had a particularly wonderful experience working with Alex to secure the Resident Loan I am incredibly grateful for this opportunity and I look forward to a continued partnership with this incredible company I would absolutely recommend Panacea financial for Medical Students Residents and Attendings ,"top notch,wonderful experience,resident loan,grateful opportunity,incredible company,medical student",POSITIVE,appreciation
very timley and personal details and excellent customer service,"personal detail,excellent customer",POSITIVE,information
So far I ve had a great experience with Panacea and their staff ,great experience,POSITIVE,appreciation
As a th year medical student low on funds and needing to move to another state for residency Alex came to the rescue The process to get a PRN loan was quick and painless and Alex was extremely professional If you have matched and are in need of some extra funds prior to residency I would highly suggest working with Panacea Financial ,"medical student,low fund,extra fund,prior residency",NEGATIVE,information
Working with Panacea Financial to secure a loan during the transition from medical school to residency was incredibly pleasant and straightforward They made me feel as though my needs were prioritized and I am forever grateful ,"secure loan,medical school,pleasant straightforward",POSITIVE,information
New to Panacea Application process to set up a savings account was smooth I was hesitant at first to proceed since this is an online banking company But customer service is easy to get through they are very helpful Alex Kugler my primary care banker has been really helpful answering my question and is very easily accessible by phone and email I am looking forward to banking with Panacea ,"first proceed,online banking,alex kugler,primary care,accessible phone",POSITIVE,information
Finding out about the PRN loan was a huge lifesaver for me as a th year transitioning to residency Everything was seamless and everyone was extremely responsive Definitely plan to stick with this company for future needs in my career along the way ,huge lifesaver,POSITIVE,appreciation
Alex was great The bank seems to be heavily focused on customer service The rates and benefits provided by their accounts are also very competitive if not the best I ve found in the market I look forward to a long partnership with Panacea Financial ,focused customer,POSITIVE,information
Transitioning to residency has been a costly time and I was very worried about being able to afford relocation costs From the moment I completed the application Panacea had amazing customer service that guided me through the processes and I was approved within days Alex who is my assigned loaned officer has been wonderful and is always available for my questions ,"costly time,amazing customer,available question",POSITIVE,information
Alex was very professional and answered all my questions loved his enthusiasm ,answered question,POSITIVE,information
I was applying for Relocation loans for residency and was running into issues at other companies due to my large school loan debt for my Masters and medical school Panacea Financial got on the phone with me right away and discussed everything very clearly and helped me get on track The terms were amazing and everything was hassle free and completed in about a weeks time maybe even less I am so grateful for their help and services and plan to sing their praises from every rooftop I certainly plan to remain as a lifelong customer ,"large school,grateful help,lifelong customer",POSITIVE,appreciation
This company is amazing The customer service is top notch and they get your loan money to you very quickly I have experienced so much frustration as a med student between not being able to get extra private loans and my school barely giving me enough disbursement to get by This is a much needed company and can help so many struggling med students I will recommend them to everyone I know ,"amazing customer,much frustration,med student,private loan,enough disbursement,med student",POSITIVE,complaint
If you are a th year medical student who recently matched for residency and need additional financial support to relocate then I HIGHLY recommend you use Panacea Financial The customer service is AMAZING and they helped me with my application at am Within hours I received the funds for my PRN loan which I will be using to cover the expenses related to my relocation across the country In addition to my loan I also created a checking and savings account with Panacea Financial and I will likely use them for all my other banking needs in the future Panacea Financial truly understands the financial burden that the medical education system puts on medical trainees and that is reflected in their loan terms and application process Every step of the way they were kind supportive and very helpful I am so happy that I can celebrate my new residency match without having to worry about the financial burden of relocating If I could give them stars I would ,"medical student,financial support,recommend use,financial customer,future panacea,financial burden,medical education,medical trainee,new residency,financial burden",NEGATIVE,information
This has been an awesome experience for me Paperwork electronic of course was handled in a timely manner all of my questions were answered and nothing was left up to chance My Primary Care Banker Parker Beller has been awesome about keeping me updated This was such a blessing as a first generation college AND medical student It took a load of stress off of relocating for residency and being prepared once I arrive would recommend ,"awesome experience,electronic course,timely manner,primary care,first generation,medical student",POSITIVE,information
The PRN loan was great for consolidating some credit card debt heading into residency Definitely helped boost my financial stability for the next years The payment options for th year med students were very helpful Also set up checking savings effortlessly Raquel is an excellent personal banker to have She is always quick to respond and very easy to work with Overall great experience glad to be using Panacea ,"financial stability,next year,med student,personal banker,quick respond,easy work,great experience",POSITIVE,appreciation
Professional and timely they gave me appropriate reminders and helped me navigate their websites and security measures ,appropriate reminder,POSITIVE,information
Parker Beller was my primary banker and was very helpful and efficient I was working night shift when I applied initially and was expecting things to take longer as my schedule was opposite most of the working world but we still got everything done in a timely manner and it was very easy from my end ,"primary banker,longer schedule,timely manner,easy end",NEGATIVE,information
Raquel has been fantastic every step of the way She has made this process extremely easy and was responsive to all of my questions Thank you to everyone at Panacea for providing such a timely helpful service,"responsive question,helpful service",POSITIVE,information
I was shocked with the efficiency and availability of my agent Hands down the best customer service experience I have ever had Big thanks to Parker Beller and his underwriting staff ,"best customer,big thanks",POSITIVE,appreciation
Had a great experience with Panacea Financial in securing a personal loan to consolidate credit card debt Alex my primary care banker was very responsive and informative and helped manage multiple minor snags through the approval process PRN loan terms were very favorable particularly with interest only payments while I finish training ,"great experience,personal loan,primary care,minor snag",POSITIVE,information
I recently had the opportunity to work with Panacea financial The entire team from the hr customer service representative to our primary banker Alex was always available to help with any questions I had Moreover the entire process was so quick and hassle free less than days something I had never seen before I was in the middle of an ICU rotation and still received replies to my text whenever I texted It truly was a great experience Thank You ,"entire team,primary banker,available help,entire process,quick hassle,middle icu,great experience",POSITIVE,information
To me banking and all this paperwork is always a hassle and I can never find the way to dedicate more time to my finances With Panacea Financial the process was exactly the opposite Everything was easy it got done in a couple of days and they guided me through the whole process always available literally to answer my questions or concerns Alex and the whole team were efficient responsive professional and kind I could not be happier and I am looking forward to continue working with them I highly recommend this option as an excellent resources for peer physicians ,"dedicate time,financial process,whole process,whole team,professional kind,recommend option,excellent resource",POSITIVE,information
Very attentive excellent customer service I was well informed during every step of the loan process and had quick responses around the clock to my questions Highly recommend ,"excellent customer,quick response",POSITIVE,appreciation
Probably the quickest and easiest loan process I have ever experienced Very little documentation needed and received my funds right away Highly recommend ,"easiest loan,little documentation",NEGATIVE,appreciation
I used Panacea to finance ownership in a surgery center Multiple banks had various ridiculous options for rates or collateral But Panacea was quick reliable and fair I am glad I was referred to them ,"multiple bank,ridiculous option",NEGATIVE,complaint
My personal experience with Panacea is phenomenal As a financial institution It is by far the best I literally mean the best financial institution I have ever dealt with I have had unexpected expenses and I needed a professional and yet generous lender Thank god I was referred to check out panacea by a friend the whole process took literally less than hours very professional friendly and on spot team Alex is a wonderful gentleman I already recommended them to my friends and I will always do To everybody in this reputable institution Thank you very much ,"personal experience,financial institution,financial institution,unexpected expense,generous lender,whole process,friendly spot,wonderful gentleman,reputable institution",POSITIVE,information
Raquel was amazing to work with the whole process of taking out a loan was fast and easy definitely look forward to doing more business with them in the future,"amazing work,whole process",POSITIVE,appreciation
I am a medical student about to graduate I wanted to pay off some credit card debt I heard about this program online but since it was a new service I didn t really what to think After applying I received excellent customer service and can confirm this is a reputable company Employees were quick to respond and professional I got my loan quickly at a competitive rate Overall I d highly recommend ,"medical student,new service,excellent customer,reputable company,competitive rate",POSITIVE,information
Exceptional customer service They will go above and beyond to help solve any issue you may be having and will provide flawless transparent communication while doing so They are efficient with their responses and are always available for questions whether it s via online chat email or a phone call Shout out to both James and Alex who reached out to me during my sign up process to help me with the issues I was having Thank you for the amazing service I m happy I found this organization and I m looking forward to growing with them ,"exceptional customer,transparent communication,efficient response,available question,online chat,amazing service",POSITIVE,information
Excellent service always available for questions smooth process and friendly staff ,"excellent service,available question,smooth process,friendly staff",POSITIVE,information
Great experience thus far We had a complicated financial situation coming out of medical school worsened by my child s health related issues an already financial difficult time was made extraordinary difficult The PRN loan was able to help us out significantly and they were able to help us out and understand our context of future earning with situation in training We worked with Alex who was great as well fantastic customer service We are just starting so we ll see how it goes through the life of the loan but so far it s been as great of an experience as dealing with debt can be ,"great experience,financial situation,medical school,difficult time,difficult prn,able help,fantastic customer,great experience",POSITIVE,information
I initially became involved with Panacea only for that PRN loan I appreciated their mission of offering simple products to doctors with the understanding that debt burden and financial considerations on paper do not often reflect how low risk physicians are as borrowers For my purposes debt consolidation no other lender offered a product that was at all comparable to what Panacea was offering I was so impressed with how straightforward and easy the application process was that I went ahead and set up a checking and savings account as well I ve shifted almost all of my banking over to Panacea and could not be happier The website is simple and easy to use and their customer service is second to none ,"simple product,financial consideration,low risk,comparable panacea,easy application,happier website,easy use,second none",NEGATIVE,information
Panacea particularly Brittany Jones and Alex Kugler have provided me exceptional service Professional takes into account my busy schedule and very responsive quick ,"exceptional service,busy schedule",POSITIVE,appreciation
Amazing experience Needed personal funds to help setup my home and this company was great I will be using them in the future and would recommend to everyone ,"amazing experience,personal fund",POSITIVE,information
Panacea makes it easy for Medical students Residents Fellows Attending physicians obtain funding The loan application process was straight forward and easy to understand Their fixed interest rates and term structures are innovative and tailored to medical professionals in a way that makes their clients feel like they are truly being taken care of Highly recommended from one physician to another ,"medical student,professional way",POSITIVE,appreciation
Everyone at Panacea was extremely helpful including Parker Beller who was always on top of emailing me back ASAP The process was very easy and the swag bags was an awesome bonus I would highly recommend Panacea for financial needs ,"easy swag,awesome bonus,financial need",POSITIVE,information
Highly recommend Panacea Financial The application process was very fast and only required a soft credit pull ,"financial application,soft credit",POSITIVE,information
This company is brilliant The fact that they consider future earnings potential as opposed to just the standard credit factors is a godsend My husband started an application on a Monday and was able to sign loan documents early that afternoon He was informed that the funds will be disbursed and will hit our account within the next business days and from what I gather it could be as little as hours if being disbursed to a Panacea Financial bank account The concierge service and the personal banker my husband interacted with were professional friendly and cognizant of a busy nd year resident s schedule I was also able to call the concierge service and ask questions about the documentation requirements and received the same courteous service I could not recommend this financial institution enough UPDATE At the last minute like probably or pm EST I asked my husband to check with our personal banker to see if we could open a Panacea Checking account and have the loan proceeds disbursed to the new account Knowing it was probably a long shot I anxiously waited for my husband s reply Within minutes our personal banker had responded with instructions on how to open the checking account stating that he would have underwriting send revised contracts showing the funds to be disbursed to our brand new checking account My husband received the revised contracts around am CST signed them and within an hour maybe two our account was funded I thought that it was not possible for this financial institution to impress me more yet they have and I would guess they will continue to with each and every interaction ,"brilliant fact,future earnings,standard credit,able sign,early afternoon,informed fund,next business,little hour,personal banker,busy nd,able call,courteous service,financial institution,enough update,last minute,personal banker,new account,personal banker,new checking,financial institution",POSITIVE,information
Prompt professional no gimmicks and excellent rates I was approved and funded in one day I highly recommend Panacea Financial Glad I found these guys Thank you,excellent rate,POSITIVE,appreciation
I highly recommend this company My husband and I are both medical residents meaning we have a large amount of debt without the salary to match Panacea felt like a godsend because they took our unique financial circumstances and future income potential into account Their rate was much better than other lenders including those other lenders who cater to medical professionals We were somewhat skeptical with the whole process being online and the company being relatively new but after talking to a banker on the phone I felt comfortable and decided to proceed I am so glad I did The whole process was straightforward streamlined and even pleasant We were assigned a personal banker and have had amazing service every step of the way with our loan and checking account Highly recommend ,"recommend company,medical resident,large amount,financial circumstance,future income,potential account,better lender,whole process,whole process,personal banker,amazing service",POSITIVE,information
Panacea Financial is unlike any other financial institution I ve encountered The online interface is very user friendly and the staff are very responsive and helpful I truly feel like I ve joined a family I would highly recommend their services ,"financial institution,online interface,friendly staff,joined family",POSITIVE,information
Panacea Financial is really easy to work with from application to website I particularly appreciate the personal banker aspect mine is readily available and responds to emails promptly Customer service is obviously important and I feel valued as a customer ,"easy work,personal banker,available responds,important feel",POSITIVE,appreciation
I opened up a checking and savings account with Panacea and they have been nothing but helpful and readily available It was extremely easy to set up an account with them I am not a doctor but I can tell that I am still an extremely valued client Looking forward to utilizing them for all my banking needs ,easy set,POSITIVE,appreciation
Let me start by saying that I am not a doctor nor am I in the medical field I found Panacea while looking for an online bank with low maintenance fees and a decent interest rate on my money Panacea offers both and so much more The ease of opening a new account is incredible The clarity and transparency of the account disclosures is unlike anything I ve seen before It s almost like these guys want you to understand how your money is handled Within an hour of applying I was approved and I received an email from a real person no less welcoming me and making sure all of my questions were answered and my needs were being met All of this happened without leaving my couch The actual accounts are perhaps more impressive though No ATM fees anywhere free checking and hour a day customer service Plus a interest rate While I cannot take advantage of some of the financial products geared toward those in the medical field I could not be happier with a bank and I am thrilled I found Panacea ,"medical field,online bank,low maintenance,decent interest,much ease,new account,incredible clarity,real person,sure question,actual account,free checking,financial product,medical field,happier bank",POSITIVE,information
The application for opening a new checking and savings account could not have been more simple to my knowledge The platform is easy to complete and I received a personalized contact from my concierge team member within just a few hours Very pleased with the entire process ,"new checking,simple knowledge,personalized contact,entire process",POSITIVE,information
Great banking experience Got assigned a personal banker and have spoken will a live human at each call Fair interest rates on loans Still need more robust ability to transfer money to other people using a different bank ,"great banking,personal banker,human call,fair interest,robust ability,different bank",POSITIVE,information
