comments,topic,sentiment,type
I am a returning member I closed the account previously because it was inconvenient to go to the credit union The one that is close to my work does not have a drive through and the others are not open when it is convenient for me I always go to the branch in downtown Beaumont because I feel like I am part of their family They are always nice and always know me when I walk through the door You just don t get that kind of personal touch anymore Thank you to the big welcome back I received ,"inconvenient go,close work,personal touch,big welcome",POSITIVE,complaint
Our loan process went quickly and without any delays We even got a better interest rate ,better interest,POSITIVE,appreciation
I applied online for a loan in the morning and by the late afternoon the funds were in my account Katrina was a tremendous help We were able to do everything online which made it very convenient ,"online loan,tremendous help",POSITIVE,information
The young lady Morgan was a pleasure to talk with about my loan Very helpful pleasant and efficient In and out in minutes That s why I have banked at Dugood for years ,"efficient minute,dugood year",POSITIVE,appreciation
The officer was very helpful kind and courteous Made it a pleasure doing business,helpful kind,POSITIVE,appreciation
fast and easy everyone very helpful was a pleasant experience ,pleasant experience,POSITIVE,appreciation
Latoya in loans was excellent and so easy to work with ,easy work,POSITIVE,appreciation
Very expedient in processing my refi application Their staff was constantly in communication to keep us appraised of the progress Very friendly folks to do business with ,friendly folk,POSITIVE,appreciation
A very pleasant experience working with Mrs McDonald Very professional and polite Kept me posted every step of the way Gradually moving all my business over to DuGood ,"pleasant experience,professional polite",POSITIVE,appreciation
By far this is the most reliable honest and professional Credit Union that I ve ever experienced I handle all my personal and business needs through DuGood FCU and always will ,"professional credit,personal business,dugood fcu",POSITIVE,information
Excellent service and always willing to assist customers Great place for all of your financial needs ,"excellent service,willing assist,great place,financial need",POSITIVE,information
Going through the process for getting this loan was seamless worked with Catrina and it was nothing but a pleasure Everything went according to plan and loan was funded when promised Great experience Thanks Deanna,great experience,POSITIVE,appreciation
Kurestyn was the loan officer who assisted us She was extremely diligent helpful and made the process as easy as possible Thanks for the great service ,"possible thanks,great service",POSITIVE,appreciation
I have been a member for quite a few years so the loan officer was familiar with me and my credit worthiness Made my experience easy within the next day loan was approved ,"familiar credit,next day",POSITIVE,information
Anavel was a great help and was very considerate of my situation No matter what has happened to me in the past they take the time to ask question pertaining to me it s nice to feel like your are someone and not just another customer ,"great help,nice feel",POSITIVE,appreciation
Great people They are on the ball ,great people,POSITIVE,appreciation
I applied for and received a loan totally over the phone The lady helping me was very professional and knowledgeable and everything went smoothly I received a final answer within a couple of hours and the documentation and close went without a hitch Even with the lobbies being restricted they are doing business efficiently and smoothly It was a very good experience ,"final answer,good experience",POSITIVE,information
Great service ,great service,POSITIVE,information
We had an issue with a possible fraud scenario They allowed us to enter a restricted lobby wearing our masks and made sure that we transferred our funds to another account to save any future episodes We left feeling secured and happy ,"possible fraud,restricted lobby,future episode",NEGATIVE,information
The Lady assisting me was very helpful and professional I m so glad I open this account with Dugood Credit Union,"open account,dugood credit",POSITIVE,information
You guys go above and beyond Great work thank you,great work,POSITIVE,appreciation
I received quick response to my purpose and the experience was very professional and address all my needs,"quick response,professional address",POSITIVE,information
I can honestly say switching from Capital One to DuGood was a great decision Customer service is obviously their strategy and it shows I have referred others already ,great decision,POSITIVE,appreciation
We resently did a home equity with Dugood Candy handled our loan very professionaly keping us informed throughout the process with all the steps needed to keep things moving Everything went really smooth We have used Dugood for all our banking needs and we are completely satisfied ,dugood banking,POSITIVE,appreciation
I called DG about a small car loan and was connected to Tara She gave us Star treatment as if we were making a major loan Very nice and returned every call even calling other party for us to arrange meeting She made the transaction so easy Just sorry we didn t get to meet her Tara sent us to a location that was convenient for both parties She made me glad I used Dugood Tara deserves more than Stars Thanks again to Tara ,"small car,major loan,convenient party",NEGATIVE,appreciation
I have always been very pleased with the service that I get from Dugood Credit and I have nothing bad to say about them Thank you Alice,"pleased service,dugood credit",POSITIVE,appreciation
Quick easy and friendly service Sandra was very helpful ,friendly service,POSITIVE,information
Everyone has been polite professional in regards to my requests Overall this has been a good experience so far ,"professional regard,good experience",POSITIVE,appreciation
Best customer service around From safety deposit boxes to loans and everything in between every encounter I ve had with them has been very pleasant They ve all been Kind thoughtful gracious and ready to help with any of my needs ,"best customer,pleasant kind,ready help",POSITIVE,appreciation
Quick professional personable ,professional personable,POSITIVE,information
This fairly the best bank I ve been with I love how they help with any problem you may have Also I recommend everyone to switch ,best bank,POSITIVE,information
What amazing service So very friendly and courtesy Thanks,"amazing service,friendly courtesy",POSITIVE,appreciation
Tara was very courteous and professional to work with Thanks DuGood Best Regards Eddie,"professional work,best regard",POSITIVE,appreciation
Great helpful loan officers Sandra Flanigan in real estate has helped us numerous times in buying houses and home equity refinances Brenda Franks in member services was very helpful in closing our last refinance She is always available for any questions or problems that may occur Have been with Dugood for years and will continue to be a member in the future ,"helpful loan,real estate,numerous time,helpful closing,last refinance,available question,dugood year",POSITIVE,information
With many thanks to all Dugood employee for helping me at all time From A through Z on the paper work even those with my English problems ,"many thanks,dugood employee,english problem",POSITIVE,appreciation
I NEVER WENT TO A BANKING INSTITUTE AND HAD SUCH FAST AND EASY SERVICES THE EASY OF OPENING UP MY ACCOUNT WAS GREAT THE TELLER WAS VERY KNOWLEDGEABLE AND COURTEOUS ,"easy service,easy opening,great teller",POSITIVE,appreciation
Got a home equity loan and opened up accounts with DuGood They are very professional people and they are very knowledgeable and helpful and they have the lowest interest rates around Sandy Ferrell was the one that got me my home equity loan and she was fantastic on the paperwork and all on getting it done ,"professional people,lowest interest,fantastic paperwork",POSITIVE,information
Great customer service and professional staff members ,"great customer,professional staff",POSITIVE,appreciation
Have used credit union for many years and have always been pleased,many year,POSITIVE,information
We were very happy with the efficiency and professionalism of the young ladies that worked with us on the loan We had a short time in which to make it all come together and they performed beautifully Thank you for renewing my faith in DuGood David and Myra Winn,"happy efficiency,young lady,short time",POSITIVE,appreciation
I have so enjoyed banking with this company they have gone out of their way to make sure my account is secured Have help me with my loan on an auto which was so easy as Tara kept me up to date on everything and did all the leg work I wasn t able to because I was working Thank you so much Tara ,"sure account,easy tara,much tara",POSITIVE,appreciation
I was contacted by Miss Stephanie at the Vidor brand to schedule an appointment to come in sign paperwork on a vehicle that I had purchased When I arrived at the bank the lobby was closed unless there to sign paperwork I was greeted at the door by another worker who ask if I had a mask I informed her I was not aware I needed one She was so kind and went to get one for me She ask me to use hand sanitizer and took my temperature before I could see Miss Stephanie Miss Stephanie had all my paperwork ready to sign she even took extra time to answer all my questions It was a very good experience ,"ready sign,extra time,good experience",POSITIVE,information
ashley was very helpful to me Shes very fast and quick to reply Thank you ,quick reply,POSITIVE,appreciation
Sandra f helped me for the loan and she is the best I closed houses with her Fast friendly and awesome Thank you Sandra,"closed house,awesome thank",POSITIVE,appreciation
Courtesy was outstanding Very friendly atmosphere Answered all my questions thoroughly ,friendly atmosphere,POSITIVE,appreciation
Great People great branch I am always antsy when I move and change credit unions DuGood has more than put my mind at ease over the past months We are supremely pleased with the service and the staff ,"great people,great branch,past month,pleased service",POSITIVE,appreciation
They are always helpful and treat you like the only customer there I have had so much success with them that even after moving away from the branch I continue to use them through shared branches They are always helpful with questions and the few issues I had were promptly and considerately fixed I would recommend them to anyone Credit unions have a better reputation in general but this one will exceed expectations ,"helpful treat,much success,helpful question,better reputation",POSITIVE,information
They were so awesome and friendly to work with I recently did a home equity loan with them No pressure or issues Been with them a long time and couldn t be happier ,"friendly work,long time",POSITIVE,appreciation
Always help me and very nice people Even with everything going on in the world they always are helpful,nice people,POSITIVE,appreciation
Thank For the GREAT Customer service To all stay safe God Bless ,great customer,POSITIVE,appreciation
All the ladies that help us with our loan they were all helpful The loan officer made sure to let us know all the steps to get everything go smoothly ,helpful loan,POSITIVE,appreciation
I have been a member with DuGood for over yrs and they are all like family when you call to need assistance everyone is very helpful I have come to know a few very well that are no longer with this establishment and was a loss to see them move on to better things over the years Keep up the good work,"better thing,good work",POSITIVE,appreciation
I just bought a new home Anytime I had a problem the manager would call me and answer my questions I appreciate everyone in mortgage for helping me with the financing I flooded previously and Tammy the manager at vidor kept me sane during the rebuilding of my flooded home ,"new home,anytime problem,tammy manager,sane rebuilding",POSITIVE,information
All the ladies that help us with our home and auto loans are so awesome They really help us with any issue we had with the application They were so sweet on responding back quickly with email So glad we are members at DuGood ,glad member,POSITIVE,appreciation
My experience was very well taken care of Quick and efficient service Very pleasant loan officers,"efficient service,pleasant loan",POSITIVE,appreciation
The process was very easy and i had a great experience at the Jasper branch as always ,great experience,POSITIVE,appreciation
Great customer service Even when there was a problem with paperwork and the bank had technically closed the employees continued helping us and fixed the issue Very patient workers and quick easy and painless process ,"great customer,easy painless",POSITIVE,appreciation
Alicia was very open helpful and pleasant She kept me informed and explained all my questions Thanks for the experience Bill,helpful pleasant,POSITIVE,appreciation
Always helpful and great customer service from,great customer,POSITIVE,appreciation
I am a new customer and therefore reserve stars after i have been with you awhile Looking forward to a great relationship ,"new customer,great relationship",POSITIVE,appreciation
I recently purchased I used truck Latoya in the loan department was very helpful and answered all my question and walked me through the whole process I was very impressed and it s just another reason I have been a DUGOOD member for over years and why I prefer to do my loans with them Thank for the many years of wonderful service to me and my family ,"answered question,whole process,many year,wonderful service",POSITIVE,information
DuPont Goodrich has the best loan department Everyone is personable and all work very quickly to get any information you may need to make your experience as easy as possible ,"best loan,personable work",POSITIVE,appreciation
Fantastic people here Sandy has gone above and beyond to serve us I couldn t be more pleased,fantastic people,POSITIVE,appreciation
Wonderful staff easy to work with super quick and efficient ,"wonderful staff,easy work",POSITIVE,appreciation
Excellent an immediate attention to explanations of services the bank could provide making me feel like an important customer ,"immediate attention,important customer",POSITIVE,information
The loan experience was very easy I would recommend this to everyone Very professional and quick Thank you DuGood ,quick thank,POSITIVE,appreciation
Kayla from the call center help me with all my banking needs Her professionalism speaks volumes as to the many reasons why I love banking with DuGood Federal Credit Union Thank you very much for a wonderful customer service experience ,"many reason,wonderful customer",POSITIVE,appreciation
kindness and personal attention wonderful thank you,"personal attention,wonderful thank",POSITIVE,appreciation
Concerning a recent auto loan Sandy with the Jasper office was fantastic This is the second or third time in months now that a potentially serious problem developed that she was able to investigate above and beyond and produced a positive outcome Thank you Sandy for everything Will be seeing you soon ,"recent auto,sandy jasper,third time,serious problem,able investigate,positive outcome",POSITIVE,information
Great customer experience Fast service ,"great customer,fast service",POSITIVE,appreciation
Brenda helped me refinance my car loan through DuGood and made the process very smooth and stress free She s the best ,smooth stress,POSITIVE,appreciation
Customer service was above and beyond great credit union ,great credit,POSITIVE,appreciation
Thanks for the experience and accepting my loan Low monthly payments and interest Definitely affordable ,monthly payment,POSITIVE,appreciation
The process was easy quick very professional Couldn t have asked for a better experience Thank you ,better experience,POSITIVE,appreciation
My experience was fast all of my questions were answered and I am happy to become a member ,fast question,POSITIVE,complaint
THE EXPERIENCE WAS GREAT I WAS HELPED OVER THE PHONE AND DID NOT HAVE TO TAKE OFF WORK SIGNED EVERYTHING OVER EMAIL I AM SO HAPPY TO BE A MEMBER OF DUGOOD CREDIT UNION GREAT JOB,"happy member,great job",POSITIVE,appreciation
Mrs Sandy Ferrell was so helpful and nice through my loan process I would not have changed a thing ,nice loan,POSITIVE,appreciation
My new car loan process was effortless Everything went very smooth My new car application was approved in less than one day Once a car was selected the loan process was very east and we signed the documents online My loan was handled by Alicia R Paul Nederland Branch Supervisor DuGood FCU She did a great job ,"new car,online loan,great job",POSITIVE,information
Sandy Ferrell was SO easy and nice to work with She was quick to respond to any questions and very thorough Was great working with her and DuGood ,"nice work,quick respond",POSITIVE,appreciation
Friendly service and staff Always there to help ,friendly service,POSITIVE,information
I had a great experience The loan application process was simple and everyone was very knowledgeable and friendly and will recommend DuGood to family and friends ,"great experience,dugood family",POSITIVE,appreciation
I had my auto refinanced my loan Officer Genise Griffin was amazing She was courteous and knowledgeable throughout the process of my loan I am satisfied with my experience with Dugood Credit Union I told family and friends to call Dugood for their financial needs they want be disappointed ,"satisfied experience,dugood credit,financial need",POSITIVE,appreciation
I recently worked with Megan on a loan and she made the process so easy She asked me questions and called before the end of the day to complete everything Thank you for making the loan process easy Good job Megan and thanks DuGood ,good job,POSITIVE,appreciation
We love DuGood Federal Credit Union The three individuals that helped us were Candy Pitts Catrina Reynolds and Anivel I feel like it would not have been possible if we would not have had such tremendous help from them We appreciate our credit union and will let family and friends know about our experience Thank you Leroy and Patricia Young,tremendous help,POSITIVE,appreciation
Tammy and sandy are amazing Gave me great advice and took care of my needs immediately and happily ,great advice,POSITIVE,information
Knowledgeable professional and kind,professional kind,POSITIVE,appreciation
Excellent customer service The ladies tended to my needs in a timely manner and I was very satisfied with the lady that provided me my loan she answered all of my questions in a very professional manner,"excellent customer,timely manner,satisfied lady,professional manner",POSITIVE,appreciation
Both Sandra and Candy were very pleasant and helpful everything with our loan went very smooth Thank you ,smooth thank,POSITIVE,appreciation
Our loan officer discussed different options to get the right loan fit for our situation Once we made our decision the process moved very quickly ,"different option,right loan",POSITIVE,information
Sandra Flanigan was very professional and helpful and made this easy We handled all over the phone and drive through for signatures Very outstanding Also had outstanding help from her office believe Candy is her name ,outstanding help,POSITIVE,appreciation
Great credit union,great credit,POSITIVE,appreciation
DuGood Credit Union has always been very helpful has an excellent member service and very prompt on every situation From simple credit questions to financing your dreams they have always been very helpful Thanks alot Tara Baloney ,"excellent member,simple credit,helpful thanks",POSITIVE,appreciation
It was a easy transaction Miss Joan was very helpful ,easy transaction,POSITIVE,appreciation
Did everything by phone was treated very well I ve been a member for almost yrs,well member,POSITIVE,appreciation
Wonderful Great experience ,great experience,POSITIVE,appreciation
Started out asking for one amount and got a different one,different one,POSITIVE,appreciation
Very easy and efficient Sandy was very helpful and kind when we did not know what to do Thanks so much ,helpful kind,POSITIVE,appreciation
I recently opened an account and applied for a loan with DuGood My experience has been flawless and they have been really helpful Customer service has been great ,"dugood experience,helpful customer",POSITIVE,information
The bank that would make a better deal for your business ,better deal,POSITIVE,appreciation
With everything that we are going through the ladies at DuGood was very pleasant and helpful And did it with a smile the whole time ,"helpful smile,whole time",POSITIVE,appreciation
I ve used dugood for a long time I recently got a loan through them I was very nervous to do so it was my first time but they made it quick and painless and answered every question I had,"long time,first time,quick painless",NEGATIVE,information
I have been a member of DuGood federal credit union for years They treat you with person to person courtesy I was in the grocery store once and a teller recognized me and spoke to me by name I m sure she had a lot more customers than I had tellers however I recognized her face but couldn t say her name to save my own life There is no better banking experience All of my family use and will continue to use DuGood for all of our banking needs The pleasure is ours Thanks for being there for us ,"sure lot,better banking,dugood banking",POSITIVE,appreciation
Excellent services Friendly representative Great atmosphere Very appreciative ,"excellent service,great atmosphere",POSITIVE,appreciation
everyone was very easy to work with and helpful even during the difficult times due to the virus the whole process was efficient and successful ,"easy work,difficult time,due virus,whole process",POSITIVE,information
We were wanting to make some updates to our home and applied for a home equity loan and DuGood made it so simple and painless If you are looking to refinance now is the time and DuGood has simplified the process ,simplified process,NEGATIVE,appreciation
Working with Sandy Ferral and LaDana and the women at the Jasper drive through location has been a great pleasure They are all very helpful kind and courteous I am happy to do business with everyone Thank you ,"great pleasure,helpful kind,happy business",POSITIVE,appreciation
Thanks to the DuGood N Major service we were able to open a much needed account for my elderly parents they helped us from the drive tru God Bless y all ,"major service,elderly parent",POSITIVE,information
Such an AWESOME experience in refinancing one of my vehicles Kurestyn was very professional courteous provided excellent customer service Will definitely be recommending DuGood FCU to my family friends Thanks so much for upholding your mission by making me FEEL GOOD about saving money ,"awesome experience,excellent customer",POSITIVE,appreciation
Thanks for your help with our home equity loan Easy process Best customer care Been a member for over years ,"easy process,best customer",POSITIVE,appreciation
Sandy F in loan made my refinancing very easy Very professional and courtesy ,professional courtesy,POSITIVE,information
Everyone I deal with at DuGood is amazing Tammy Sandie Tara all the way to whoever answers the phone every time I call Good job to all ,good job,POSITIVE,appreciation
Refinanced my home during the covid stuff and Dugood made the experience go smoothly and were extremely nice and easy to work with ,easy work,POSITIVE,appreciation
we are doing a home equity loan and sandy ferrell and holly are walking us thru it using e mail and talking to us on the phone to answer all our questions everything is going smooth thanks for all the help,smooth thanks,POSITIVE,appreciation
Been with DuGood for years now and I do not see myself going anywhere else Everyone is helpful and friendly I have never had a bad experience with DuGood ,"dugood year,bad experience",NEGATIVE,complaint
Brenda Franks helped me refinance my truck all online and on the phone Fantastic customer service Lowered my interest rate in half I will definitely do more business with Dupont Federal Credit Union Thanks again Brenda ,"online phone,fantastic customer,federal credit",POSITIVE,information
Great service Very polite I can travel and can still do all bank transactions Also their system is upgraded I don t have to come into a branch every time A lot of things can be done online sign documents online and etc I have a friend ready to leave her Credit Union because online banking convenience is the new thing IF I HAVE TO COME TO THE BRANCH FOR LOANS OPEN AN ACCT DEPOSIT A CHECK then you are a pain DUGOOD makes everything simple Hence me living miles away from the closest branch PS luckily if I do need to go to a branch maybe to withdraw a lump sum they are part of the Co Op Shared Branch service ,"great service,polite travel,online sign,online banking,new thing,open acct,closest branch",POSITIVE,information
Although I ultimately went with another lender for my refinance their professionalism and overall helpfulness has me continuing to keep my new account open so that I can do business with them ,"new account,open business",POSITIVE,information
Building a house can be stressful but working with DuGood for our financing was a breeze They were on top of things and always kept us in the know I would recommend DuGood to anyone ,top thing,POSITIVE,information
Very helpful and took care of my needs in a timely manner,timely manner,POSITIVE,information
Refinanced my truck with DuGood over the phone and what an easy experience it was I highly recommend this credit union for anything you may need ,"dugood phone,easy experience,recommend credit",POSITIVE,appreciation
All of the ladies were great in helping me complete my car loan Thank you ,complete car,POSITIVE,information
I had trouble getting an account opened online but they contacted me immediately to help me get it done Kind people very professional even followed up soon after to make sure all was well Glad I switched ,kind people,POSITIVE,appreciation
genise was wonderful to work with very thorough and pleasant and did what she said she was going to do in a very timely manner,"wonderful work,thorough pleasant,timely manner",POSITIVE,appreciation
It was one of the easiest loans I have ever done,easiest loan,POSITIVE,appreciation
This is my first car by myself and they made sure I understood everything in those papers So I got an Auto loan with DuGood and everything was a little messy After Kurestyn got my papers she called to make sure I understood everything on those papers She then checked to make sure everything was correct for me after all the papers being signed Their customer service was amazing ,"first car,messy kurestyn,correct paper",NEGATIVE,information
We used DuGood a couple of times for home loans We ve always had excellent service from their staff and been completely satisfied ,"dugood couple,excellent service",POSITIVE,appreciation
Hands down best customer service I ve had Ms Ashley whittle really showed true professionalism while handling my auto loan thank you very much,"best customer,true professionalism",POSITIVE,appreciation
Very helpful and attentive to my banking and mortgage needs My experience buying my daughters house was incredible ,attentive banking,POSITIVE,information
My wife and I discovered what appeared to be termites in our house A termite control company technician came out the next morning and identified them as formosan termites the most aggressive type I contacted a building contractor specializing in termite damage repair and they started removing sheet rock to access the damage I received an estimate of thousand dollars to repair the damage That amount was a shock and really unexpected as to the extent of damage Homeowners insurance doesn t cover termite damage I needed financial help and quick I called Sandra Flanigan who had helped me several times in the past with auto and home equity loans I don t understand the details of the procedures involved in the financial industry but I know Sandra along with Jessica Pitts did a lot of work in getting my wife and I the money we needed to start the repairs on our home I know other people at DuGood helped also but I believe Sandra and Jessica went above and beyond in their efforts to quickly put our minds at ease We can t thank them enough ,"next morning,aggressive type,termite damage,unexpected extent,termite damage,financial help,several time,financial industry",NEGATIVE,information
Tara was very helpful I appreciated the phone call from her letting me know of the lower interest rates and the option to refinance my car loan Tara was prompt clear and helpful The entire process only took a couple of hours and was all done from my home and via email ,"appreciated phone,lower interest,entire process,couple hour",NEGATIVE,appreciation
Great Just wish i could get the app,great wish,POSITIVE,appreciation
I love my credit union Every time I ve had an issues they re quick to resolve it ,quick resolve,POSITIVE,appreciation
Great customer service and there exceptionally caring thoughout any process,great customer,POSITIVE,appreciation
Although I did not get the consolidation loan that I applied for I did appreciate the professional experience I received ,professional experience,POSITIVE,appreciation
We ve been members of Dugood for about years or so We have all of our loans through Dugood including auto and mortgage We recently applied for a home equity loan and the process was fast and easy Sandra in the mortgage department got the ball rolling right away for us and was very helpful during the process Jessica at the Nederland branch took care of the signing of the paperwork for the home equity loan and explained the items we were signing and answered all of our questions We ve always been treated like family and we ve always had an excellent experience with Dugood We will always keep our business here ,"helpful process,excellent experience",POSITIVE,appreciation
The Home Loan process at DuGood CU was by far the easiest one I have ever experienced The ladies especially Sandra Flanigan are professional extremely knowledgable and kind They are quick to respond to email and phone calls Their entire process is highly efficient I will always recommend DuGood Credit Union for a home loan ,"knowledgable kind,quick respond,entire process,dugood credit",POSITIVE,information
It s been years since I first joined as a DuGood member and even after all this time I m blown away by the DuGood team They re always helpful patient and resourceful I ve especially enjoyed working with my loan officer Catrina It seems like she truly cares about the members and I always feel like I m in good hands when we work together Because of DuGood I have so much less financial stress in my life and I m incredibly grateful to them If anyone is considering options for banking loans etc I would definitely recommend DuGood ,"dugood member,dugood team,helpful patient,good hand,financial stress",POSITIVE,information
I recently opened an account with DuGood The staff is very friendly and answered all of my questions I am very pleased with the service so far ,"dugood staff,pleased service",POSITIVE,appreciation
Ladies were great to work with Very professional Answered all my questions Kept in contact with me Explained each step of the process I felt very comfortable working with them ,answered question,POSITIVE,information
I thought Mrs Rodgers was very helpful She went threw and told me all that the bank offered and once my account is open due to the day hold she going the help me with application for a credit card,due day,POSITIVE,information
Very good customer service and Ashley was super nice and very professional ,good customer,POSITIVE,appreciation
One again flawless help from Megan Perdue So easy to accomplish what I need when she is involved Such a breeze to do business Thanks again,accomplish need,POSITIVE,appreciation
Great job It could not have been easier ,great job,POSITIVE,appreciation
Genise did a great job helping me out with my auto loan ,great job,POSITIVE,appreciation
Friendly knowledgeable staff All around great place ,"knowledgeable staff,great place",POSITIVE,information
There was no issues at all every thing was explained to me I had a good good experience ,good experience,POSITIVE,appreciation
 years and never had a problem Very helpful and knowledgeable Thanks Dugood ,knowledgeable thanks,POSITIVE,information
Very fast professional service Convenient locations and low rates Thank you ,"professional service,convenient location,low rate",NEGATIVE,information
Mrs Tara was very helpful and easy to seal the deal with I appreciate everything you all did for me Thank you ,easy seal,POSITIVE,appreciation
They did a wonderful job Service was great happy friendly people,"wonderful job,friendly people",POSITIVE,appreciation
Excellent service provided from the Orange site credit union Specifically Rhonda has always been there to guide me through financial situations and explains things so that I understand Thank You Rhonda ,"excellent service,financial situation",POSITIVE,appreciation
I went to Mobil Credit Union to open an account I was shown a room with a monitor where someone from their call center would assist I immediately went to my vehicle and called your credit union diagonally across the street to determine if I would have in person assistance and was assured that would be the case I cannot recall the cs rep s name I think it was Amber graciously waited on me and explained everything thoroughly She answered all my questions and was super sweet which I appreciate I know everything is electronic now but that first contact with a financial institution that will be handling your finances should be personal in my opinion ,"open account,sweet appreciate,first contact,financial institution,personal opinion",POSITIVE,appreciation
My experience with the credit union for my last home loan was awesome Sandy could not have been more helpful Very friendly and efficient she made my loan application and approval process as painless as possible This is just one of a long list of good experiences with Dugood credit union over the last forty years as a happy and satisfied member ,"last home,awesome sandy,long list,good experience,dugood credit,satisfied member",POSITIVE,information
Dugood had been top line banking for me any time i need move money or do a wire or even a loan they are helpful walk me thru it all and make sure i understand and want to do whatever it is im doing the jasper office is very friendly and helpful all the staff there are ready to help with warm smiles on their faces they are a unique group thank u dugood,"top line,helpful walk,helpful staff,ready help,warm smile,unique group",POSITIVE,information
Very friendly and helpful in opening a new account,"helpful opening,new account",POSITIVE,information
I had the most pleasant experience today Ms Willy was over the top helpful and is a role model for customer service I wish I could speak with her every day I am very pleased with her customer service ,"pleasant experience,helpful role",POSITIVE,appreciation
Brandi is always very helpful and answers all my questions promote I will continue using Brandi in the future with all my banking needs ,"helpful answer,future banking",POSITIVE,information
Everyone has been amazing One particular has helped me so much and is very pleasant and professional Her name is Stephanie Smith She always willing to answer any questions and responds rapidly each time I would also like to appreciate Patti Ugrove She was really helpful as well in the beginning and professional ,"professional name,willing answer",POSITIVE,appreciation
I had a great experience with my debt consolidation loan Thank you to Caryn Cragg Major drive branch Beaumont Sandra Flanigan Nederland home office Marla Alvarez Nederland home office,"great experience,major drive",POSITIVE,appreciation
Friendly helpful people ,helpful people,POSITIVE,information
The people at DuGood that helped me were very professional and were genuinely concerned about helping me to close my loan Thank you ladies ,close loan,POSITIVE,information
Ms Latoya McDonald was efficient knowledgeable patient and most of all very helpful in guiding me through the banking process Lovely peaceful experience ,"knowledgeable patient,peaceful experience",POSITIVE,information
They answered every question I had I wish we would have used DuGood a long time ago ,long time,NEGATIVE,appreciation
Rhonda was very efficient and made the experience painless accurate and fast Super pleased with the whole process ,whole process,POSITIVE,information
They are always very friendly and made this experience so awesome for me They went above and beyond to get my loan to me I would highly recommend Dugood for any loan be it a car or personal loan Love these guys and would not go to any other bank for my needs ,"dugood loan,personal loan",NEGATIVE,information
My clerk was prompt knowledgeable As we waited for my loan request to be determined we made small talk joked about how cold the offices were I didn t feel judged or frowned upon for requesting a loan for an auto repair It was a simple banking experience I m very pleased Thank you Stacey PayneDugood member,"small talk,cold office,simple banking",NEGATIVE,information
Great experience with DuGood They got my loan quickly and professionally The staff went over and beyond to help me Thanks DuGood ,great experience,POSITIVE,appreciation
Very helpful and friendly people,friendly people,POSITIVE,appreciation
Quick easy professional I love dealing with these people All banking and loan needs are met Fantastic software for online banking ,"professional love,fantastic software,online banking",POSITIVE,information
Everytime I go into DuGood with any sort of issue the problem is resolved almost instantly I definitely would recommend banking with DuGood if you enjoy fast and friendly service ,"dugood sort,friendly service",POSITIVE,appreciation
My husband and I have done business with DuGood for years We have all our loans with them They are trustworthy and always available for Q and A I have become very good friends with the ladies here and hope to further relationships Very outstanding and timely manner is on point I highly recommend DuGood to anyone ,"dugood year,good friend,timely manner",POSITIVE,appreciation
The experience was awesome love the workers they are very helpful and Courteous,awesome love,POSITIVE,appreciation
Absolutely the best bank I have ever been with very friendly and willing to work with you and even good for military I m airforce and in hawaii and I still get awesome service thanks to megan perdue we finally got a auto loan going took lots of patience but it worked out ,"best bank,willing work,military airforce,awesome service",POSITIVE,appreciation
I have nothing but good things to say about DuGood Credit Union The people are warm and friendly In this modernized world I feel a small business warmth with personal service not felt in the bigger banks and credit unions For all that I can only say thank you DuGood for doing me Good ,"good thing,dugood credit,modernized world,small business,personal service,bigger bank",POSITIVE,appreciation
The ladies in jasper branch are second to none Sandi and tammy are the best Absolutely on top of everything and know their job well Dealing with them is quick and a joy ,"second none,quick joy",POSITIVE,information
I ve been with DuGood for years I ve got nothing but good things to say about them Recently we got a loan through DuGood and it was the easiest fastest experience we ve ever had ,"good thing,fastest experience",POSITIVE,appreciation
I have been a member for over years my wife has been for over years Although we are members at other credit unions we always go to DuGood for most all our financial needs Their rates are competitive and almost always better And you can t beat the service We have found the staff to be honest professional and very friendly They treat you like you are part of their family Our most recent experience was with Megan Perdue in lending and it was excellent As I said we use DuGood for most all of our financial needs from savings checking and loans including our mortgage We also love all of the technology DuGood offers that allows us to have control over our finances especially Card Valet which allows us to control our debit and credit cards If you haven t tried it you should it is the best Thank you Megan and DuGood for everything you do for your members ,"financial need,beat service,friendly treat,recent experience,perdue lending,financial need,dugood offer,best thank",POSITIVE,appreciation
I have been with other bans but nothing beats dugood i am a lifetime member and my family will be too ,dugood lifetime,POSITIVE,appreciation
Your representative was very accommodating and knowledgeable She was able to answer all my questions and address all my concerns regarding my account On the whole opening an account with DuGood was a pleasant experience ,"able answer,whole opening,pleasant experience",POSITIVE,information
Tammy and her staff at the Jasper branch are always so helpful and professional to deal with ,professional deal,POSITIVE,information
I am delighted to share our experiences with the credit union employees In requesting a personal loan yesterday the C U employee was delightful in assisting my request She covered all necessary requirements for our loan Very patient and helpful yet expedient to get our loan entered We were able to get everything done over the phone without having to leave our home She set us up to have our loan payments made automatically We are pleased in every way and glad we belong to the DUGOOD FAMILY Thanks for a professional job well done THANKS G T ,"delighted share,personal loan,necessary requirement,professional job",POSITIVE,appreciation
Lupe was great to work with Very patient and accommodating Thank you Lupe ,great work,POSITIVE,appreciation
